,Gemnr,Gemeente,Aantal,BevAant,Aantal per 100.000 inwoners
0,-1,Unknown,265,,
1,796,'s-Hertogenbosch,108,155113.0,69.6
2,1680,Aa en Hunze,3,25453.0,11.8
3,358,Aalsmeer,12,31857.0,37.7
4,197,Aalten,3,27117.0,11.1
5,59,Achtkarspelen,2,27836.0,7.2
6,482,Alblasserdam,6,20165.0,29.8
7,613,Albrandswaard,21,25589.0,82.1
8,361,Alkmaar,36,109444.0,32.9
9,141,Almelo,14,73080.0,19.2
10,34,Almere,39,211840.0,18.4
11,484,Alphen aan den Rijn,32,111889.0,28.6
12,1723,Alphen-Chaam,19,10213.0,186.0
13,1959,Altena,39,55980.0,69.7
14,60,Ameland,0,3718.0,0.0
15,307,Amersfoort,59,157279.0,37.5
16,362,Amstelveen,52,91691.0,56.7
17,363,Amsterdam,411,872779.0,47.1
18,200,Apeldoorn,49,163829.0,29.9
19,3,Appingedam,1,11644.0,8.6
20,202,Arnhem,46,161368.0,28.5
21,106,Assen,8,68606.0,11.7
22,743,Asten,8,16734.0,47.8
23,744,Baarle-Nassau,2,6860.0,29.2
24,308,Baarn,5,24873.0,20.1
25,489,Barendrecht,21,48713.0,43.1
26,203,Barneveld,17,59077.0,28.8
27,888,Beek,13,15868.0,81.9
28,1954,Beekdaelen,34,35976.0,94.5
29,370,Beemster,4,10025.0,39.9
30,889,Beesel,11,13483.0,81.6
31,1945,Berg en Dal,44,34990.0,125.8
32,1724,Bergeijk,13,18638.0,69.7
33,893,Bergen (L.),2,13085.0,15.3
34,373,Bergen (NH.),16,29844.0,53.6
35,748,Bergen op Zoom,15,67489.0,22.2
36,1859,Berkelland,2,43748.0,4.6
37,1721,Bernheze,87,31247.0,278.4
38,753,Best,23,29985.0,76.7
39,209,Beuningen,16,25891.0,61.8
40,375,Beverwijk,13,41613.0,31.2
41,1728,Bladel,15,20395.0,73.5
42,376,Blaricum,6,11536.0,52.0
43,377,Bloemendaal,17,23570.0,72.1
44,1901,Bodegraven-Reeuwijk,9,34869.0,25.8
45,755,Boekel,51,10784.0,472.9
46,1681,Borger-Odoorn,1,25558.0,3.9
47,147,Borne,13,23313.0,55.8
48,654,Borsele,7,22738.0,30.8
49,756,Boxmeer,13,29371.0,44.3
50,757,Boxtel,22,30803.0,71.4
51,758,Breda,215,184271.0,116.7
52,501,Brielle,5,17282.0,28.9
53,1876,Bronckhorst,8,36052.0,22.2
54,213,Brummen,5,20756.0,24.1
55,899,Brunssum,24,27817.0,86.3
56,312,Bunnik,9,15191.0,59.2
57,313,Bunschoten,3,21867.0,13.7
58,214,Buren,7,26742.0,26.2
59,502,Capelle aan den IJssel,31,67151.0,46.2
60,383,Castricum,18,35988.0,50.0
61,109,Coevorden,17,35296.0,48.2
62,1706,Cranendonck,42,21166.0,198.4
63,1684,Cuijk,8,25139.0,31.8
64,216,Culemborg,14,28956.0,48.3
65,148,Dalfsen,14,28585.0,49.0
66,1891,Dantumadiel,1,18916.0,5.3
67,310,De Bilt,36,43124.0,83.5
68,1940,De Fryske Marren,12,51567.0,23.3
69,736,De Ronde Venen,17,44457.0,38.2
70,1690,De Wolden,3,24327.0,12.3
71,503,Delft,27,103659.0,26.0
72,10,Delfzijl,4,24666.0,16.2
73,400,Den Helder,9,56305.0,16.0
74,762,Deurne,42,32474.0,129.3
75,150,Deventer,33,100718.0,32.8
76,384,Diemen,7,30781.0,22.7
77,1774,Dinkelland,28,26470.0,105.8
78,221,Doesburg,6,11078.0,54.2
79,222,Doetinchem,17,58009.0,29.3
80,766,Dongen,10,26226.0,38.1
81,505,Dordrecht,32,119300.0,26.8
82,498,Drechterland,4,19717.0,20.3
83,1719,Drimmelen,24,27274.0,88.0
84,303,Dronten,11,41569.0,26.5
85,225,Druten,11,18918.0,58.1
86,226,Duiven,4,25124.0,15.9
87,1711,Echt-Susteren,25,31618.0,79.1
88,385,Edam-Volendam,14,36201.0,38.7
89,228,Ede,37,117166.0,31.6
90,317,Eemnes,1,9247.0,10.8
91,770,Eersel,15,19314.0,77.7
92,1903,Eijsden-Margraten,32,25753.0,124.3
93,772,Eindhoven,113,234456.0,48.2
94,230,Elburg,9,23161.0,38.9
95,114,Emmen,10,107055.0,9.3
96,388,Enkhuizen,17,18592.0,91.4
97,153,Enschede,45,159734.0,28.2
98,232,Epe,18,33186.0,54.2
99,233,Ermelo,18,27005.0,66.7
100,777,Etten-Leur,40,43880.0,91.2
101,779,Geertruidenberg,11,21538.0,51.1
102,1771,Geldrop-Mierlo,20,39733.0,50.3
103,1652,Gemert-Bakel,76,30725.0,247.4
104,907,Gennep,9,16924.0,53.2
105,784,Gilze en Rijen,22,26438.0,83.2
106,1924,Goeree-Overflakkee,77,50049.0,153.8
107,664,Goes,12,38080.0,31.5
108,785,Goirle,24,23906.0,100.4
109,1942,Gooise Meren,24,58041.0,41.4
110,512,Gorinchem,13,37009.0,35.1
111,513,Gouda,31,73443.0,42.2
112,786,Grave,16,12437.0,128.6
113,14,Groningen,80,232922.0,34.3
114,1729,Gulpen-Wittem,7,14176.0,49.4
115,158,Haaksbergen,6,24309.0,24.7
116,788,Haaren,18,14371.0,125.3
117,392,Haarlem,66,162961.0,40.5
118,394,Haarlemmermeer,40,156039.0,25.6
119,1655,Halderberge,10,30277.0,33.0
120,160,Hardenberg,11,60940.0,18.1
121,243,Harderwijk,18,48429.0,37.2
122,523,Hardinxveld-Giessendam,7,18295.0,38.3
123,72,Harlingen,3,15720.0,19.1
124,244,Hattem,7,12213.0,57.3
125,396,Heemskerk,16,39188.0,40.8
126,397,Heemstede,24,27239.0,88.1
127,246,Heerde,27,18587.0,145.3
128,74,Heerenveen,5,50494.0,9.9
129,398,Heerhugowaard,20,57592.0,34.7
130,917,Heerlen,68,87057.0,78.1
131,1658,Heeze-Leende,12,16150.0,74.3
132,399,Heiloo,13,23974.0,54.2
133,163,Hellendoorn,8,35923.0,22.3
134,530,Hellevoetsluis,10,40158.0,24.9
135,794,Helmond,75,92432.0,81.1
136,531,Hendrik-Ido-Ambacht,5,31204.0,16.0
137,164,Hengelo,23,81147.0,28.3
138,1966,Het Hogeland,7,47834.0,14.6
139,252,Heumen,15,16450.0,91.2
140,797,Heusden,37,44699.0,82.8
141,534,Hillegom,3,22208.0,13.5
142,798,Hilvarenbeek,10,15514.0,64.5
143,402,Hilversum,24,90883.0,26.4
144,1963,Hoeksche Waard,51,87461.0,58.3
145,1735,Hof van Twente,14,35013.0,40.0
146,1911,Hollands Kroon,17,48434.0,35.1
147,118,Hoogeveen,8,55697.0,14.4
148,405,Hoorn,17,73232.0,23.2
149,1507,Horst aan de Maas,25,42433.0,58.9
150,321,Houten,47,50146.0,93.7
151,406,Huizen,13,41273.0,31.5
152,677,Hulst,2,27556.0,7.3
153,353,IJsselstein,26,34110.0,76.2
154,1884,Kaag en Braassem,5,27300.0,18.3
155,166,Kampen,45,54340.0,82.8
156,678,Kapelle,2,12691.0,15.8
157,537,Katwijk,15,65754.0,22.8
158,928,Kerkrade,28,45744.0,61.2
159,1598,Koggenland,6,22752.0,26.4
160,542,Krimpen aan den IJssel,7,29533.0,23.7
161,1931,Krimpenerwaard,24,56319.0,42.6
162,1659,Laarbeek,33,22530.0,146.5
163,1685,Landerd,42,15730.0,267.0
164,882,Landgraaf,28,37457.0,74.8
165,415,Landsmeer,7,11492.0,60.9
166,416,Langedijk,14,28157.0,49.7
167,1621,Lansingerland,34,62396.0,54.5
168,417,Laren,8,11274.0,71.0
169,80,Leeuwarden,19,124058.0,15.3
170,546,Leiden,30,125174.0,24.0
171,547,Leiderdorp,4,27059.0,14.8
172,1916,Leidschendam-Voorburg,18,76553.0,23.5
173,995,Lelystad,29,78619.0,36.9
174,1640,Leudal,37,35896.0,103.1
175,327,Leusden,16,30399.0,52.6
176,1705,Lingewaard,22,46606.0,47.2
177,553,Lisse,3,22957.0,13.1
178,262,Lochem,11,33730.0,32.6
179,809,Loon op Zand,25,23407.0,106.8
180,331,Lopik,13,14471.0,89.8
181,24,Loppersum,1,9533.0,10.5
182,168,Losser,1,22685.0,4.4
183,263,Maasdriel,6,25034.0,24.0
184,1641,Maasgouw,13,23960.0,54.3
185,556,Maassluis,11,33216.0,33.1
186,935,Maastricht,126,121558.0,103.7
187,420,Medemblik,8,45104.0,17.7
188,938,Meerssen,8,18832.0,42.5
189,1948,Meierijstad,195,81197.0,240.2
190,119,Meppel,4,33902.0,11.8
191,687,Middelburg,9,48810.0,18.4
192,1842,Midden-Delfland,3,19344.0,15.5
193,1731,Midden-Drenthe,2,33182.0,6.0
194,1952,Midden-Groningen,5,60804.0,8.2
195,815,Mill en Sint Hubert,7,10941.0,64.0
196,1709,Moerdijk,6,37136.0,16.2
197,1978,Molenlanden,17,43931.0,38.7
198,1955,Montferland,5,36009.0,13.9
199,335,Montfoort,11,13920.0,79.0
200,944,Mook en Middelaar,5,7847.0,63.7
201,1740,Neder-Betuwe,16,24342.0,65.7
202,946,Nederweert,21,17022.0,123.4
203,356,Nieuwegein,17,63461.0,26.8
204,569,Nieuwkoop,7,28809.0,24.3
205,267,Nijkerk,15,43176.0,34.7
206,268,Nijmegen,132,177698.0,74.3
207,1930,Nissewaard,28,85237.0,32.8
208,1970,Noardeast-Fryslân,4,45251.0,8.8
209,1695,Noord-Beveland,2,7395.0,27.0
210,1699,Noordenveld,3,31242.0,9.6
211,171,Noordoostpolder,10,47262.0,21.2
212,575,Noordwijk,10,43528.0,23.0
213,820,"Nuenen, Gerwen en Nederwetten",11,23379.0,47.1
214,302,Nunspeet,39,27845.0,140.1
215,579,Oegstgeest,12,24843.0,48.3
216,823,Oirschot,10,18723.0,53.4
217,824,Oisterwijk,23,26241.0,87.6
218,1895,Oldambt,0,38213.0,0.0
219,269,Oldebroek,19,23645.0,80.4
220,173,Oldenzaal,17,31832.0,53.4
221,1773,Olst-Wijhe,6,18251.0,32.9
222,175,Ommen,7,18007.0,38.9
223,1586,Oost Gelre,7,29623.0,23.6
224,826,Oosterhout,31,55990.0,55.4
225,85,Ooststellingwerf,1,25472.0,3.9
226,431,Oostzaan,7,9733.0,71.9
227,432,Opmeer,2,11837.0,16.9
228,86,Opsterland,6,29742.0,20.2
229,828,Oss,128,91932.0,139.2
230,1509,Oude IJsselstreek,5,39392.0,12.7
231,437,Ouder-Amstel,7,14029.0,49.9
232,589,Oudewater,18,10226.0,176.0
233,1734,Overbetuwe,51,47909.0,106.5
234,590,Papendrecht,6,32133.0,18.7
235,1894,Peel en Maas,107,43420.0,246.4
236,765,Pekela,2,12199.0,16.4
237,1926,Pijnacker-Nootdorp,23,55329.0,41.6
238,439,Purmerend,48,81233.0,59.1
239,273,Putten,6,24113.0,24.9
240,177,Raalte,13,37709.0,34.5
241,703,Reimerswaal,7,22728.0,30.8
242,274,Renkum,17,31404.0,54.1
243,339,Renswoude,1,5448.0,18.4
244,1667,Reusel-De Mierden,4,13110.0,30.5
245,275,Rheden,27,43736.0,61.7
246,340,Rhenen,5,20125.0,24.8
247,597,Ridderkerk,19,46204.0,41.1
248,1742,Rijssen-Holten,13,38178.0,34.1
249,603,Rijswijk,14,54432.0,25.7
250,1669,Roerdalen,13,20572.0,63.2
251,957,Roermond,31,58254.0,53.2
252,1674,Roosendaal,25,77226.0,32.4
253,599,Rotterdam,249,651376.0,38.2
254,277,Rozendaal,2,1705.0,117.3
255,840,Rucphen,10,22873.0,43.7
256,518,s-Gravenhage,124,545163.0,22.7
257,441,Schagen,13,46482.0,28.0
258,279,Scherpenzeel,4,9880.0,40.5
259,606,Schiedam,19,78739.0,24.1
260,88,Schiermonnikoog,0,947.0,0.0
261,1676,Schouwen-Duiveland,9,33858.0,26.6
262,965,Simpelveld,10,10552.0,94.8
263,1702,Sint Anthonis,18,11672.0,154.2
264,845,Sint-Michielsgestel,28,29203.0,95.9
265,1883,Sittard-Geleen,98,92422.0,106.0
266,610,Sliedrecht,6,25217.0,23.8
267,1714,Sluis,6,23217.0,25.8
268,90,Smallingerland,5,56154.0,8.9
269,342,Soest,28,46607.0,60.1
270,847,Someren,19,19376.0,98.1
271,848,Son en Breugel,20,17321.0,115.5
272,37,Stadskanaal,1,31688.0,3.2
273,180,Staphorst,5,17144.0,29.2
274,532,Stede Broec,18,21734.0,82.8
275,851,Steenbergen,14,24501.0,57.1
276,1708,Steenwijkerland,8,44139.0,18.1
277,971,Stein,29,25000.0,116.0
278,1904,Stichtse Vecht,30,64928.0,46.2
279,1900,Súdwest-Fryslân,15,89987.0,16.7
280,715,Terneuzen,16,54438.0,29.4
281,93,Terschelling,0,4889.0,0.0
282,448,Texel,3,13573.0,22.1
283,1525,Teylingen,11,37426.0,29.4
284,716,Tholen,20,25758.0,77.6
285,281,Tiel,23,42161.0,54.6
286,855,Tilburg,254,219800.0,115.6
287,183,Tubbergen,11,21279.0,51.7
288,1700,Twenterand,5,33743.0,14.8
289,1730,Tynaarlo,16,33879.0,47.2
290,737,Tytsjerksteradiel,3,32046.0,9.4
291,856,Uden,123,42122.0,292.0
292,450,Uitgeest,7,13649.0,51.3
293,451,Uithoorn,11,29466.0,37.3
294,184,Urk,9,21033.0,42.8
295,344,Utrecht,243,357694.0,67.9
296,1581,Utrechtse Heuvelrug,22,49601.0,44.4
297,981,Vaals,6,10099.0,59.4
298,994,Valkenburg aan de Geul,11,16360.0,67.2
299,858,Valkenswaard,20,31200.0,64.1
300,47,Veendam,1,27387.0,3.7
301,345,Veenendaal,13,66491.0,19.6
302,717,Veere,8,21885.0,36.6
303,861,Veldhoven,22,45458.0,48.4
304,453,Velsen,25,68660.0,36.4
305,983,Venlo,67,101797.0,65.8
306,984,Venray,21,43604.0,48.2
307,1961,Vijfheerenlanden,24,56816.0,42.2
308,622,Vlaardingen,28,73445.0,38.1
309,96,Vlieland,0,1152.0,0.0
310,718,Vlissingen,8,44365.0,18.0
311,986,Voerendaal,7,12471.0,56.1
312,626,Voorschoten,6,25603.0,23.4
313,285,Voorst,13,24546.0,53.0
314,865,Vught,29,26554.0,109.2
315,1949,Waadhoeke,3,46079.0,6.5
316,866,Waalre,6,17454.0,34.4
317,867,Waalwijk,46,48620.0,94.6
318,627,Waddinxveen,7,29293.0,23.9
319,289,Wageningen,5,39673.0,12.6
320,629,Wassenaar,6,26214.0,22.9
321,852,Waterland,11,17422.0,63.1
322,988,Weert,27,50107.0,53.9
323,457,Weesp,8,19729.0,40.5
324,1960,West Betuwe,24,51198.0,46.9
325,668,West Maas en Waal,13,19320.0,67.3
326,1969,Westerkwartier,15,63375.0,23.7
327,1701,Westerveld,3,19460.0,15.4
328,293,Westervoort,2,14973.0,13.4
329,1950,Westerwolde,3,25796.0,11.6
330,1783,Westland,38,110357.0,34.4
331,98,Weststellingwerf,2,25916.0,7.7
332,614,Westvoorne,9,14728.0,61.1
333,189,Wierden,4,24440.0,16.4
334,296,Wijchen,30,41124.0,73.0
335,1696,Wijdemeren,4,24360.0,16.4
336,352,Wijk bij Duurstede,7,23910.0,29.3
337,294,Winterswijk,3,28865.0,10.4
338,873,Woensdrecht,5,21883.0,22.8
339,632,Woerden,25,52294.0,47.8
340,880,Wormerland,6,16299.0,36.8
341,351,Woudenberg,6,13362.0,44.9
342,479,Zaanstad,46,156711.0,29.4
343,297,Zaltbommel,9,28901.0,31.1
344,473,Zandvoort,6,17116.0,35.1
345,50,Zeewolde,7,22656.0,30.9
346,355,Zeist,34,64932.0,52.4
347,299,Zevenaar,12,43740.0,27.4
348,637,Zoetermeer,17,125283.0,13.6
349,638,Zoeterwoude,2,8611.0,23.2
350,1892,Zuidplas,11,43894.0,25.1
351,879,Zundert,17,21821.0,77.9
352,301,Zutphen,10,47942.0,20.9
353,1896,Zwartewaterland,36,22690.0,158.7
354,642,Zwijndrecht,13,44741.0,29.1
355,193,Zwolle,63,128831.0,48.9
